,ad_id,ad_type,advertiser_id,advertiser_name,public_ids_list,date_range_start,date_range_end,num_of_days,impressions,spend_usd,first_served_timestamp,last_served_timestamp,age_targeting,gender_targeting,spend_range_min_usd,spend_range_max_usd,ad_url
2136,CR342879746184445952,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR342879746184445952
2137,CR482772809609641984,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR482772809609641984
2138,CR133906566209339392,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR133906566209339392
2139,CR467186132774289408,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,≤ 10k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR467186132774289408
2140,CR81042047145869312,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,≤ 10k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR81042047145869312
2141,CR543558210439610368,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,≤ 10k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR543558210439610368
2142,CR501477701421367296,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-22,5,100k-1M,1k-50k,2020-06-19 00:30:00+00:00,2020-06-22 14:30:00+00:00,Not targeted,Not targeted,1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR501477701421367296
2143,CR478673830261293056,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR478673830261293056
2144,CR167661573182062592,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-24,9,≤ 10k,≤ 100,2020-06-19 05:00:00+00:00,2020-07-24 13:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR167661573182062592
2145,CR298828912329228288,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-29,18,≤ 10k,≤ 100,2020-06-18 12:45:00+00:00,2020-07-29 13:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR298828912329228288
2146,CR106955337189294080,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-27,13,≤ 10k,≤ 100,2020-06-18 13:15:00+00:00,2020-07-27 23:30:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR106955337189294080
2147,CR237748842383015936,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,40,≤ 10k,≤ 100,2020-06-18 10:30:00+00:00,2020-08-01 02:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR237748842383015936
2148,CR441382793893642240,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,39,≤ 10k,≤ 100,2020-06-18 17:15:00+00:00,2020-07-31 14:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR441382793893642240
2149,CR209143947874795520,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-14,5,≤ 10k,≤ 100,2020-06-18 15:00:00+00:00,2020-07-14 18:30:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR209143947874795520
2150,CR75781983518588928,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,31,≤ 10k,≤ 100,2020-06-18 13:15:00+00:00,2020-07-31 17:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR75781983518588928
2151,CR285494035307560960,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,29,≤ 10k,≤ 100,2020-06-18 22:30:00+00:00,2020-07-31 15:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR285494035307560960
2152,CR381657322272849920,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,22,≤ 10k,≤ 100,2020-06-18 11:30:00+00:00,2020-08-01 01:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR381657322272849920
2153,CR252227211497570304,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,30,≤ 10k,≤ 100,2020-06-19 00:15:00+00:00,2020-07-31 19:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR252227211497570304
2154,CR413952177803886592,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,19,≤ 10k,≤ 100,2020-06-18 10:30:00+00:00,2020-08-01 02:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR413952177803886592
2155,CR50642749661118464,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,24,≤ 10k,≤ 100,2020-06-18 13:15:00+00:00,2020-07-31 16:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR50642749661118464
2156,CR254707709729832960,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-03,3,≤ 10k,≤ 100,2020-06-18 19:00:00+00:00,2020-07-03 23:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR254707709729832960
2157,CR421063819012341760,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-30,27,≤ 10k,≤ 100,2020-06-18 15:30:00+00:00,2020-07-31 01:30:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR421063819012341760
2158,CR491063127283073024,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-26,19,≤ 10k,≤ 100,2020-06-18 14:00:00+00:00,2020-07-26 19:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR491063127283073024
2159,CR386776648411774976,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,26,≤ 10k,≤ 100,2020-06-18 20:00:00+00:00,2020-07-31 19:30:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR386776648411774976
2160,CR196055361457750016,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-20,20,≤ 10k,100-1k,2020-06-19 03:00:00+00:00,2020-07-21 01:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR196055361457750016
2161,CR253304732892790784,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-30,38,≤ 10k,100-1k,2020-06-18 16:45:00+00:00,2020-07-31 03:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR253304732892790784
2162,CR25657447431536640,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-18,27,≤ 10k,≤ 100,2020-06-18 12:00:00+00:00,2020-07-18 10:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR25657447431536640
2163,CR458196525705592832,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-29,29,≤ 10k,≤ 100,2020-06-18 20:45:00+00:00,2020-07-30 00:30:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR458196525705592832
2164,CR334558642185437184,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,25,≤ 10k,≤ 100,2020-06-19 00:00:00+00:00,2020-08-01 04:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR334558642185437184
2165,CR367460428135006208,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,30,≤ 10k,≤ 100,2020-06-18 16:45:00+00:00,2020-07-31 13:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR367460428135006208
2166,CR287992125725868032,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-30,32,≤ 10k,≤ 100,2020-06-18 14:15:00+00:00,2020-07-31 05:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR287992125725868032
2167,CR102944318771167232,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,100k-1M,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR102944318771167232
2168,CR320172632047616000,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR320172632047616000
2169,CR106088922026606592,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-22,5,10k-100k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-22 14:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR106088922026606592
2170,CR106405581375406080,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,≤ 10k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR106405581375406080
2171,CR470634201238994944,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR470634201238994944
2172,CR243752175870672896,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,≤ 10k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR243752175870672896
2173,CR144356324719722496,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR144356324719722496
2174,CR544613741602275328,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-22,5,100k-1M,1k-50k,2020-06-19 00:30:00+00:00,2020-06-22 14:30:00+00:00,Not targeted,Not targeted,1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR544613741602275328
2175,CR43729020545662976,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR43729020545662976
2176,CR427379413802287104,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR427379413802287104
2177,CR563696865413955584,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR563696865413955584
2178,CR364768823670210560,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR364768823670210560
2179,CR211646436339613696,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR211646436339613696
2180,CR454044769799110656,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-22,5,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-22 14:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR454044769799110656
2181,CR252266793916170240,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR252266793916170240
2182,CR402996643944726528,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR402996643944726528
2183,CR441167289614598144,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR441167289614598144
2184,CR67091443612647424,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,≤ 10k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR67091443612647424
2185,CR120514514583027712,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,100k-1M,1k-50k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR120514514583027712
2186,CR336528967022411776,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR336528967022411776
2187,CR226771318291300352,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,≤ 100,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR226771318291300352
2188,CR457813895659126784,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,100k-1M,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR457813895659126784
2189,CR179202047227199488,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-22,5,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-22 14:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR179202047227199488
2190,CR480367078168068096,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR480367078168068096
2191,CR124138504908177408,Image,AR488306308034854912,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,FEC ID C00618371,2020-06-18,2020-06-18,1,10k-100k,100-1k,2020-06-19 00:30:00+00:00,2020-06-19 04:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR124138504908177408
2192,CR520701562721402880,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,39,≤ 10k,100-1k,2020-06-18 10:00:00+00:00,2020-07-31 18:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR520701562721402880
2193,CR574779942621937664,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-27,7,≤ 10k,≤ 100,2020-06-18 19:45:00+00:00,2020-07-27 18:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR574779942621937664
2194,CR503988985979207680,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,23,≤ 10k,≤ 100,2020-06-18 22:00:00+00:00,2020-07-31 16:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR503988985979207680
2195,CR547885888206536704,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-07,8,≤ 10k,≤ 100,2020-06-18 12:30:00+00:00,2020-07-07 22:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR547885888206536704
2196,CR57239819427774464,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,39,≤ 10k,≤ 100,2020-06-18 18:45:00+00:00,2020-08-01 03:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR57239819427774464
2197,CR6921769294233600,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-31,24,≤ 10k,≤ 100,2020-06-18 13:00:00+00:00,2020-07-31 19:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR6921769294233600
2198,CR399865234828820480,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-29,26,≤ 10k,≤ 100,2020-06-18 10:45:00+00:00,2020-07-29 19:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR399865234828820480
2199,CR400124719572975616,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-26,21,≤ 10k,≤ 100,2020-06-18 20:15:00+00:00,2020-07-26 23:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR400124719572975616
2200,CR270364755309363200,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-30,24,≤ 10k,≤ 100,2020-06-18 14:15:00+00:00,2020-07-31 05:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR270364755309363200
2201,CR480736514075000832,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-30,31,≤ 10k,≤ 100,2020-06-18 12:45:00+00:00,2020-07-31 05:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR480736514075000832
2202,CR96765063423066112,Text,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-06-18,2020-07-07,9,≤ 10k,≤ 100,2020-06-18 12:00:00+00:00,2020-07-07 14:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR96765063423066112
